Date,Open,High,Low,Close,Volume,Instrument,Ticker
2023-05-25,18268.900390625,18338.099609375,18202.400390625,18321.150390625,235900,NIFTY 50,^NSEI
2023-05-26,18368.349609375,18508.55078125,18333.150390625,18499.349609375,198700,NIFTY 50,^NSEI
2023-05-29,18619.150390625,18641.19921875,18581.25,18598.650390625,265300,NIFTY 50,^NSEI
2023-05-30,18606.650390625,18662.44921875,18575.5,18633.849609375,234400,NIFTY 50,^NSEI
2023-05-31,18594.19921875,18603.900390625,18483.849609375,18534.400390625,696500,NIFTY 50,^NSEI
2023-06-01,18579.400390625,18580.30078125,18464.55078125,18487.75,265600,NIFTY 50,^NSEI
2023-06-02,18550.849609375,18573.69921875,18478.400390625,18534.099609375,270900,NIFTY 50,^NSEI
2023-06-05,18612.0,18640.150390625,18582.80078125,18593.849609375,256100,NIFTY 50,^NSEI
2023-06-06,18600.80078125,18622.75,18531.599609375,18599.0,220800,NIFTY 50,^NSEI
2023-06-07,18665.599609375,18738.94921875,18636.0,18726.400390625,260100,NIFTY 50,^NSEI
2023-06-08,18725.349609375,18777.900390625,18615.599609375,18634.55078125,286500,NIFTY 50,^NSEI
2023-06-09,18655.900390625,18676.650390625,18555.400390625,18563.400390625,221800,NIFTY 50,^NSEI
2023-06-12,18595.05078125,18633.599609375,18559.75,18601.5,179500,NIFTY 50,^NSEI
2023-06-13,18631.80078125,18728.900390625,18631.80078125,18716.150390625,233200,NIFTY 50,^NSEI
2023-06-14,18744.599609375,18769.69921875,18690.0,18755.900390625,261400,NIFTY 50,^NSEI
2023-06-15,18774.44921875,18794.099609375,18669.05078125,18688.099609375,263000,NIFTY 50,^NSEI
2023-06-16,18723.30078125,18864.69921875,18710.5,18826.0,272800,NIFTY 50,^NSEI
2023-06-19,18873.30078125,18881.44921875,18719.150390625,18755.44921875,219800,NIFTY 50,^NSEI
2023-06-20,18752.349609375,18839.69921875,18660.650390625,18816.69921875,211600,NIFTY 50,^NSEI
2023-06-21,18849.400390625,18875.900390625,18794.849609375,18856.849609375,217500,NIFTY 50,^NSEI
2023-06-22,18853.599609375,18886.599609375,18759.5,18771.25,252700,NIFTY 50,^NSEI
2023-06-23,18741.849609375,18756.400390625,18647.099609375,18665.5,210600,NIFTY 50,^NSEI
2023-06-26,18682.349609375,18722.05078125,18646.69921875,18691.19921875,171300,NIFTY 50,^NSEI
2023-06-27,18748.55078125,18829.25,18714.25,18817.400390625,222500,NIFTY 50,^NSEI
2023-06-28,18908.150390625,19011.25,18861.349609375,18972.099609375,398800,NIFTY 50,^NSEI
2023-06-30,19076.849609375,19201.69921875,19024.599609375,19189.05078125,247900,NIFTY 50,^NSEI
2023-07-03,19246.5,19345.099609375,19234.400390625,19322.55078125,226100,NIFTY 50,^NSEI
2023-07-04,19406.599609375,19434.150390625,19300.0,19389.0,226900,NIFTY 50,^NSEI
2023-07-05,19405.94921875,19421.599609375,19339.599609375,19398.5,224400,NIFTY 50,^NSEI
2023-07-06,19385.69921875,19512.19921875,19373.0,19497.30078125,268300,NIFTY 50,^NSEI
2023-07-07,19422.80078125,19523.599609375,19303.599609375,19331.80078125,237100,NIFTY 50,^NSEI
2023-07-10,19400.349609375,19435.849609375,19327.099609375,19355.900390625,268200,NIFTY 50,^NSEI
2023-07-11,19427.099609375,19515.099609375,19406.44921875,19439.400390625,251300,NIFTY 50,^NSEI
2023-07-12,19497.44921875,19507.69921875,19361.75,19384.30078125,327900,NIFTY 50,^NSEI
2023-07-13,19495.19921875,19567.0,19385.80078125,19413.75,310400,NIFTY 50,^NSEI
2023-07-14,19493.44921875,19595.349609375,19433.5,19564.5,291200,NIFTY 50,^NSEI
2023-07-17,19612.150390625,19731.849609375,19562.94921875,19711.44921875,268700,NIFTY 50,^NSEI
2023-07-18,19787.5,19819.44921875,19690.19921875,19749.25,286400,NIFTY 50,^NSEI
2023-07-19,19802.94921875,19851.69921875,19727.44921875,19833.150390625,259700,NIFTY 50,^NSEI
2023-07-20,19831.69921875,19991.849609375,19758.400390625,19979.150390625,274700,NIFTY 50,^NSEI
2023-07-21,19800.44921875,19887.400390625,19700.0,19745.0,312500,NIFTY 50,^NSEI
2023-07-24,19748.44921875,19782.75,19658.30078125,19672.349609375,265600,NIFTY 50,^NSEI
2023-07-25,19729.349609375,19729.349609375,19615.94921875,19680.599609375,369700,NIFTY 50,^NSEI
2023-07-26,19733.349609375,19825.599609375,19716.69921875,19778.30078125,244700,NIFTY 50,^NSEI
2023-07-27,19850.900390625,19867.55078125,19603.55078125,19659.900390625,334900,NIFTY 50,^NSEI
2023-07-28,19659.75,19695.900390625,19563.099609375,19646.05078125,258700,NIFTY 50,^NSEI
2023-07-31,19666.349609375,19772.75,19597.599609375,19753.80078125,295100,NIFTY 50,^NSEI
2023-08-01,19784.0,19795.599609375,19704.599609375,19733.55078125,298000,NIFTY 50,^NSEI
2023-08-02,19655.400390625,19678.25,19423.55078125,19526.55078125,290700,NIFTY 50,^NSEI
2023-08-03,19463.75,19537.650390625,19296.44921875,19381.650390625,315700,NIFTY 50,^NSEI
2023-08-04,19462.80078125,19538.849609375,19436.44921875,19517.0,280800,NIFTY 50,^NSEI
2023-08-07,19576.849609375,19620.44921875,19524.80078125,19597.30078125,216600,NIFTY 50,^NSEI
2023-08-08,19627.19921875,19634.400390625,19533.099609375,19570.849609375,260300,NIFTY 50,^NSEI
2023-08-09,19578.80078125,19645.5,19467.5,19632.55078125,266500,NIFTY 50,^NSEI
2023-08-10,19605.55078125,19623.599609375,19495.400390625,19543.099609375,312200,NIFTY 50,^NSEI
2023-08-11,19554.25,19557.75,19412.75,19428.30078125,235500,NIFTY 50,^NSEI
2023-08-14,19383.94921875,19465.849609375,19257.900390625,19434.55078125,243900,NIFTY 50,^NSEI
2023-08-16,19369.0,19482.75,19317.19921875,19465.0,0,NIFTY 50,^NSEI
2023-08-17,19450.55078125,19461.55078125,19326.25,19365.25,268700,NIFTY 50,^NSEI
2023-08-18,19301.75,19373.80078125,19253.599609375,19310.150390625,256100,NIFTY 50,^NSEI
2023-08-21,19320.650390625,19425.94921875,19296.30078125,19393.599609375,262600,NIFTY 50,^NSEI
2023-08-22,19417.099609375,19443.5,19381.30078125,19396.44921875,208700,NIFTY 50,^NSEI
2023-08-23,19439.19921875,19472.05078125,19366.599609375,19444.0,225200,NIFTY 50,^NSEI
2023-08-24,19535.150390625,19584.44921875,19369.0,19386.69921875,268300,NIFTY 50,^NSEI
2023-08-25,19297.400390625,19339.55078125,19229.69921875,19265.80078125,466500,NIFTY 50,^NSEI
2023-08-28,19298.349609375,19366.849609375,19249.69921875,19306.05078125,248200,NIFTY 50,^NSEI
2023-08-29,19374.849609375,19377.900390625,19309.099609375,19342.650390625,307400,NIFTY 50,^NSEI
2023-08-30,19433.44921875,19452.80078125,19334.75,19347.44921875,233000,NIFTY 50,^NSEI
2023-08-31,19375.55078125,19388.19921875,19223.650390625,19253.80078125,562600,NIFTY 50,^NSEI
2023-09-01,19258.150390625,19458.55078125,19255.69921875,19435.30078125,333000,NIFTY 50,^NSEI
2023-09-04,19525.05078125,19545.150390625,19432.849609375,19528.80078125,296800,NIFTY 50,^NSEI
2023-09-05,19564.650390625,19587.05078125,19525.75,19574.900390625,256800,NIFTY 50,^NSEI
2023-09-06,19581.19921875,19636.44921875,19491.5,19611.05078125,287600,NIFTY 50,^NSEI
2023-09-07,19598.650390625,19737.0,19550.05078125,19727.05078125,304900,NIFTY 50,^NSEI
2023-09-08,19774.80078125,19867.150390625,19727.05078125,19819.94921875,288100,NIFTY 50,^NSEI
2023-09-11,19890.0,20008.150390625,19865.349609375,19996.349609375,248800,NIFTY 50,^NSEI
2023-09-12,20110.150390625,20110.349609375,19914.650390625,19993.19921875,328100,NIFTY 50,^NSEI
2023-09-13,19989.5,20096.900390625,19944.099609375,20070.0,251400,NIFTY 50,^NSEI
2023-09-14,20127.94921875,20167.650390625,20043.44921875,20103.099609375,275100,NIFTY 50,^NSEI
2023-09-15,20156.44921875,20222.44921875,20129.69921875,20192.349609375,438200,NIFTY 50,^NSEI
2023-09-18,20155.94921875,20195.349609375,20115.69921875,20133.30078125,264900,NIFTY 50,^NSEI
2023-09-20,19980.75,20050.650390625,19878.849609375,19901.400390625,378100,NIFTY 50,^NSEI
2023-09-21,19840.55078125,19848.75,19709.94921875,19742.349609375,275100,NIFTY 50,^NSEI
2023-09-22,19744.849609375,19798.650390625,19657.5,19674.25,246400,NIFTY 50,^NSEI
2023-09-25,19678.19921875,19734.150390625,19601.55078125,19674.55078125,188400,NIFTY 50,^NSEI
2023-09-26,19682.80078125,19699.349609375,19637.44921875,19664.69921875,204900,NIFTY 50,^NSEI
2023-09-27,19637.05078125,19730.69921875,19554.0,19716.44921875,203600,NIFTY 50,^NSEI
2023-09-28,19761.80078125,19766.650390625,19492.099609375,19523.55078125,352800,NIFTY 50,^NSEI
2023-09-29,19581.19921875,19726.25,19551.05078125,19638.30078125,243500,NIFTY 50,^NSEI
2023-10-03,19622.400390625,19623.19921875,19479.650390625,19528.75,221700,NIFTY 50,^NSEI
2023-10-04,19446.30078125,19457.80078125,19333.599609375,19436.099609375,277100,NIFTY 50,^NSEI
2023-10-05,19521.849609375,19576.94921875,19487.30078125,19545.75,234900,NIFTY 50,^NSEI
2023-10-06,19621.19921875,19675.75,19589.400390625,19653.5,159100,NIFTY 50,^NSEI
2023-10-09,19539.44921875,19588.94921875,19480.5,19512.349609375,165100,NIFTY 50,^NSEI
2023-10-10,19565.599609375,19717.80078125,19565.44921875,19689.849609375,216600,NIFTY 50,^NSEI
2023-10-11,19767.0,19839.19921875,19756.94921875,19811.349609375,213700,NIFTY 50,^NSEI
2023-10-12,19822.69921875,19843.30078125,19772.650390625,19794.0,217900,NIFTY 50,^NSEI
2023-10-13,19654.55078125,19805.400390625,19635.30078125,19751.05078125,255000,NIFTY 50,^NSEI
2023-10-16,19737.25,19781.30078125,19691.849609375,19731.75,181000,NIFTY 50,^NSEI
2023-10-17,19843.19921875,19849.75,19775.650390625,19811.5,185800,NIFTY 50,^NSEI
2023-10-18,19820.44921875,19840.94921875,19659.94921875,19671.099609375,198900,NIFTY 50,^NSEI
2023-10-19,19545.19921875,19681.80078125,19512.349609375,19624.69921875,230300,NIFTY 50,^NSEI
2023-10-20,19542.150390625,19593.80078125,19518.69921875,19542.650390625,198300,NIFTY 50,^NSEI
2023-10-23,19521.599609375,19556.849609375,19257.849609375,19281.75,176000,NIFTY 50,^NSEI
2023-10-25,19286.44921875,19347.30078125,19074.150390625,19122.150390625,225300,NIFTY 50,^NSEI
2023-10-26,19027.25,19041.69921875,18837.849609375,18857.25,300400,NIFTY 50,^NSEI
2023-10-27,18928.75,19076.150390625,18926.650390625,19047.25,205200,NIFTY 50,^NSEI
2023-10-30,19053.400390625,19158.5,18940.0,19140.900390625,180100,NIFTY 50,^NSEI
2023-10-31,19232.94921875,19233.69921875,19056.44921875,19079.599609375,206000,NIFTY 50,^NSEI
2023-11-01,19064.05078125,19096.05078125,18973.69921875,18989.150390625,194100,NIFTY 50,^NSEI
2023-11-02,19120.0,19175.25,19064.150390625,19133.25,245600,NIFTY 50,^NSEI
2023-11-03,19241.0,19276.25,19210.900390625,19230.599609375,189500,NIFTY 50,^NSEI
2023-11-06,19345.849609375,19423.0,19309.69921875,19411.75,180700,NIFTY 50,^NSEI
2023-11-07,19404.05078125,19423.5,19329.099609375,19406.69921875,198700,NIFTY 50,^NSEI
2023-11-08,19449.599609375,19464.400390625,19401.5,19443.5,195000,NIFTY 50,^NSEI
2023-11-09,19457.400390625,19463.900390625,19378.349609375,19395.30078125,208400,NIFTY 50,^NSEI
2023-11-10,19351.849609375,19451.30078125,19329.44921875,19425.349609375,152200,NIFTY 50,^NSEI
2023-11-13,19486.75,19494.400390625,19414.75,19443.55078125,189300,NIFTY 50,^NSEI
2023-11-15,19651.400390625,19693.19921875,19579.650390625,19675.44921875,291500,NIFTY 50,^NSEI
2023-11-16,19674.69921875,19875.25,19627.0,19765.19921875,282700,NIFTY 50,^NSEI
2023-11-17,19674.75,19806.0,19667.44921875,19731.80078125,236800,NIFTY 50,^NSEI
2023-11-20,19731.150390625,19756.44921875,19670.5,19694.0,173800,NIFTY 50,^NSEI
2023-11-21,19770.900390625,19829.099609375,19754.05078125,19783.400390625,195000,NIFTY 50,^NSEI
2023-11-22,19784.0,19825.55078125,19703.849609375,19811.849609375,184500,NIFTY 50,^NSEI
2023-11-23,19828.44921875,19875.150390625,19786.75,19802.0,170000,NIFTY 50,^NSEI
2023-11-24,19809.599609375,19832.849609375,19768.849609375,19794.69921875,145900,NIFTY 50,^NSEI
2023-11-28,19844.650390625,19916.849609375,19800.0,19889.69921875,229600,NIFTY 50,^NSEI
2023-11-29,19976.55078125,20104.650390625,19956.30078125,20096.599609375,236200,NIFTY 50,^NSEI
2023-11-30,20108.5,20158.69921875,20015.849609375,20133.150390625,486600,NIFTY 50,^NSEI
2023-12-01,20194.099609375,20291.55078125,20183.69921875,20267.900390625,265800,NIFTY 50,^NSEI
2023-12-04,20601.94921875,20702.650390625,20507.75,20686.80078125,381100,NIFTY 50,^NSEI
2023-12-05,20808.900390625,20864.05078125,20711.150390625,20855.099609375,421000,NIFTY 50,^NSEI
2023-12-06,20950.75,20961.94921875,20852.150390625,20937.69921875,359200,NIFTY 50,^NSEI
2023-12-07,20932.400390625,20941.25,20850.80078125,20901.150390625,275000,NIFTY 50,^NSEI
2023-12-08,20934.099609375,21006.099609375,20862.69921875,20969.400390625,292400,NIFTY 50,^NSEI
2023-12-11,20965.30078125,21026.099609375,20923.69921875,20997.099609375,212900,NIFTY 50,^NSEI
2023-12-12,21018.55078125,21037.900390625,20867.150390625,20906.400390625,244900,NIFTY 50,^NSEI
2023-12-13,20929.75,20950.0,20769.5,20926.349609375,260300,NIFTY 50,^NSEI
2023-12-14,21110.400390625,21210.900390625,21074.44921875,21182.69921875,334400,NIFTY 50,^NSEI
2023-12-15,21287.44921875,21492.30078125,21235.30078125,21456.650390625,508800,NIFTY 50,^NSEI
2023-12-18,21434.80078125,21482.80078125,21365.349609375,21418.650390625,249700,NIFTY 50,^NSEI
2023-12-19,21477.650390625,21505.05078125,21337.75,21453.099609375,249800,NIFTY 50,^NSEI
2023-12-20,21543.5,21593.0,21087.349609375,21150.150390625,363900,NIFTY 50,^NSEI
2023-12-21,21033.94921875,21288.349609375,20976.80078125,21255.05078125,277500,NIFTY 50,^NSEI
2023-12-22,21295.849609375,21390.5,21232.44921875,21349.400390625,284700,NIFTY 50,^NSEI
2023-12-26,21365.19921875,21477.150390625,21329.44921875,21441.349609375,219500,NIFTY 50,^NSEI
2023-12-27,21497.650390625,21675.75,21495.80078125,21654.75,256500,NIFTY 50,^NSEI
2023-12-28,21715.0,21801.44921875,21678.0,21778.69921875,393100,NIFTY 50,^NSEI
2023-12-29,21737.650390625,21770.30078125,21676.900390625,21731.400390625,270900,NIFTY 50,^NSEI
2024-01-01,21727.75,21834.349609375,21680.849609375,21741.900390625,154000,NIFTY 50,^NSEI
2024-01-02,21751.349609375,21755.599609375,21555.650390625,21665.80078125,263700,NIFTY 50,^NSEI
2024-01-03,21661.099609375,21677.0,21500.349609375,21517.349609375,311900,NIFTY 50,^NSEI
2024-01-04,21605.80078125,21685.650390625,21564.55078125,21658.599609375,339200,NIFTY 50,^NSEI
2024-01-05,21705.75,21749.599609375,21629.19921875,21710.80078125,309300,NIFTY 50,^NSEI
2024-01-08,21747.599609375,21763.94921875,21492.900390625,21513.0,231500,NIFTY 50,^NSEI
2024-01-09,21653.599609375,21724.44921875,21517.849609375,21544.849609375,228600,NIFTY 50,^NSEI
2024-01-10,21529.30078125,21641.849609375,21448.650390625,21618.69921875,217000,NIFTY 50,^NSEI
2024-01-11,21688.0,21726.5,21593.75,21647.19921875,212500,NIFTY 50,^NSEI
2024-01-12,21773.55078125,21928.25,21715.150390625,21894.55078125,294700,NIFTY 50,^NSEI
2024-01-15,22053.150390625,22115.55078125,21963.55078125,22097.44921875,345500,NIFTY 50,^NSEI
2024-01-16,22080.5,22124.150390625,21969.80078125,22032.30078125,292400,NIFTY 50,^NSEI
2024-01-17,21647.25,21851.5,21550.44921875,21571.94921875,456000,NIFTY 50,^NSEI
2024-01-18,21414.19921875,21539.400390625,21285.55078125,21462.25,387300,NIFTY 50,^NSEI
2024-01-19,21615.19921875,21670.599609375,21575.0,21622.400390625,343100,NIFTY 50,^NSEI
2024-01-23,21716.69921875,21750.25,21192.599609375,21238.80078125,449700,NIFTY 50,^NSEI
2024-01-24,21185.25,21482.349609375,21137.19921875,21453.94921875,407500,NIFTY 50,^NSEI
2024-01-25,21454.599609375,21459.0,21247.05078125,21352.599609375,418100,NIFTY 50,^NSEI
2024-01-29,21433.099609375,21763.25,21429.599609375,21737.599609375,376700,NIFTY 50,^NSEI
2024-01-30,21775.75,21813.05078125,21501.80078125,21522.099609375,375100,NIFTY 50,^NSEI
2024-01-31,21487.25,21741.349609375,21448.849609375,21725.69921875,410600,NIFTY 50,^NSEI
2024-02-01,21780.650390625,21832.94921875,21658.75,21697.44921875,332500,NIFTY 50,^NSEI
2024-02-02,21812.75,22126.80078125,21805.55078125,21853.80078125,442800,NIFTY 50,^NSEI
2024-02-05,21921.05078125,21964.30078125,21726.94921875,21771.69921875,440800,NIFTY 50,^NSEI
2024-02-06,21825.19921875,21951.400390625,21737.55078125,21929.400390625,371000,NIFTY 50,^NSEI
2024-02-07,22045.05078125,22053.30078125,21860.150390625,21930.5,346300,NIFTY 50,^NSEI
2024-02-08,22009.650390625,22011.05078125,21665.30078125,21717.94921875,491100,NIFTY 50,^NSEI
2024-02-09,21727.0,21804.44921875,21629.900390625,21782.5,349200,NIFTY 50,^NSEI
2024-02-12,21800.80078125,21831.69921875,21574.75,21616.05078125,287400,NIFTY 50,^NSEI
2024-02-13,21664.30078125,21766.80078125,21543.349609375,21743.25,365800,NIFTY 50,^NSEI
2024-02-14,21578.150390625,21870.849609375,21530.19921875,21840.05078125,359100,NIFTY 50,^NSEI
2024-02-15,21906.55078125,21953.849609375,21794.80078125,21910.75,345400,NIFTY 50,^NSEI
2024-02-16,22020.30078125,22068.650390625,21968.94921875,22040.69921875,343900,NIFTY 50,^NSEI
2024-02-19,22103.44921875,22186.650390625,22021.05078125,22122.25,0,NIFTY 50,^NSEI
2024-02-20,22099.19921875,22215.599609375,22045.849609375,22196.94921875,295700,NIFTY 50,^NSEI
2024-02-21,22248.849609375,22249.400390625,21997.94921875,22055.05078125,364500,NIFTY 50,^NSEI
2024-02-22,22081.55078125,22252.5,21875.25,22217.44921875,343500,NIFTY 50,^NSEI
2024-02-23,22290.0,22297.5,22186.099609375,22212.69921875,226000,NIFTY 50,^NSEI
2024-02-26,22169.19921875,22202.150390625,22075.150390625,22122.05078125,207800,NIFTY 50,^NSEI
2024-02-27,22090.19921875,22218.25,22085.650390625,22198.349609375,252200,NIFTY 50,^NSEI
2024-02-28,22214.099609375,22229.150390625,21915.849609375,21951.150390625,203000,NIFTY 50,^NSEI
2024-02-29,21935.19921875,22060.55078125,21860.650390625,21982.80078125,360200,NIFTY 50,^NSEI
2024-03-01,22048.30078125,22353.30078125,22047.75,22338.75,351500,NIFTY 50,^NSEI
2024-03-04,22403.5,22440.900390625,22358.30078125,22405.599609375,298800,NIFTY 50,^NSEI
2024-03-05,22371.25,22416.900390625,22269.150390625,22356.30078125,296200,NIFTY 50,^NSEI
2024-03-06,22327.5,22497.19921875,22224.349609375,22474.05078125,312300,NIFTY 50,^NSEI
2024-03-07,22505.30078125,22525.650390625,22430.0,22493.55078125,379900,NIFTY 50,^NSEI
2024-03-11,22517.5,22526.599609375,22307.25,22332.650390625,277900,NIFTY 50,^NSEI
2024-03-12,22334.44921875,22452.55078125,22256.0,22335.69921875,299200,NIFTY 50,^NSEI
2024-03-13,22432.19921875,22446.75,21905.650390625,21997.69921875,493300,NIFTY 50,^NSEI
2024-03-14,21982.55078125,22204.599609375,21917.5,22146.650390625,426700,NIFTY 50,^NSEI
2024-03-15,22064.849609375,22120.900390625,21931.69921875,22023.349609375,661500,NIFTY 50,^NSEI
2024-03-18,21990.099609375,22123.69921875,21916.55078125,22055.69921875,356300,NIFTY 50,^NSEI
2024-03-19,21946.44921875,21978.30078125,21793.099609375,21817.44921875,344200,NIFTY 50,^NSEI
2024-03-20,21843.900390625,21930.900390625,21710.19921875,21839.099609375,312400,NIFTY 50,^NSEI
2024-03-21,21989.900390625,22080.94921875,21941.30078125,22011.94921875,353200,NIFTY 50,^NSEI
2024-03-22,21932.19921875,22180.69921875,21883.30078125,22096.75,388700,NIFTY 50,^NSEI
2024-03-26,21947.900390625,22073.19921875,21947.55078125,22004.69921875,328400,NIFTY 50,^NSEI
2024-03-27,22053.94921875,22193.599609375,22052.849609375,22123.650390625,409100,NIFTY 50,^NSEI
2024-03-28,22163.599609375,22516.0,22163.599609375,22326.900390625,410500,NIFTY 50,^NSEI
2024-04-01,22455.0,22529.94921875,22427.75,22462.0,0,NIFTY 50,^NSEI
2024-04-02,22458.80078125,22497.599609375,22388.150390625,22453.30078125,289500,NIFTY 50,^NSEI
2024-04-03,22385.69921875,22521.099609375,22346.5,22434.650390625,309600,NIFTY 50,^NSEI
2024-04-04,22592.099609375,22619.0,22303.80078125,22514.650390625,401000,NIFTY 50,^NSEI
2024-04-05,22486.400390625,22537.599609375,22427.599609375,22513.69921875,242200,NIFTY 50,^NSEI
2024-04-08,22578.349609375,22697.30078125,22550.349609375,22666.30078125,227600,NIFTY 50,^NSEI
2024-04-09,22765.099609375,22768.400390625,22612.25,22642.75,232400,NIFTY 50,^NSEI
2024-04-10,22720.25,22775.69921875,22673.69921875,22753.80078125,276800,NIFTY 50,^NSEI
2024-04-12,22677.400390625,22726.44921875,22503.75,22519.400390625,357200,NIFTY 50,^NSEI
2024-04-15,22339.05078125,22427.44921875,22259.55078125,22272.5,355500,NIFTY 50,^NSEI
2024-04-16,22125.30078125,22213.75,22079.44921875,22147.900390625,317300,NIFTY 50,^NSEI
2024-04-18,22212.349609375,22326.5,21961.69921875,21995.849609375,456900,NIFTY 50,^NSEI
2024-04-19,21861.5,22179.55078125,21777.650390625,22147.0,362500,NIFTY 50,^NSEI
2024-04-22,22336.900390625,22375.650390625,22198.150390625,22336.400390625,279300,NIFTY 50,^NSEI
2024-04-23,22447.05078125,22447.55078125,22349.44921875,22368.0,231500,NIFTY 50,^NSEI
2024-04-24,22421.55078125,22476.44921875,22384.0,22402.400390625,235900,NIFTY 50,^NSEI
2024-04-25,22316.900390625,22625.94921875,22305.25,22570.349609375,475000,NIFTY 50,^NSEI
2024-04-26,22620.400390625,22620.400390625,22385.55078125,22419.94921875,329900,NIFTY 50,^NSEI
2024-04-29,22475.55078125,22655.80078125,22441.900390625,22643.400390625,292000,NIFTY 50,^NSEI
2024-04-30,22679.650390625,22783.349609375,22568.400390625,22604.849609375,361900,NIFTY 50,^NSEI
2024-05-02,22567.849609375,22710.5,22567.849609375,22648.19921875,445900,NIFTY 50,^NSEI
2024-05-03,22766.349609375,22794.69921875,22348.05078125,22475.849609375,438100,NIFTY 50,^NSEI
2024-05-06,22561.599609375,22588.80078125,22409.44921875,22442.69921875,320300,NIFTY 50,^NSEI
2024-05-07,22489.75,22499.05078125,22232.05078125,22302.5,297800,NIFTY 50,^NSEI
2024-05-08,22231.19921875,22368.650390625,22185.19921875,22302.5,277400,NIFTY 50,^NSEI
2024-05-09,22224.80078125,22307.75,21932.400390625,21957.5,331300,NIFTY 50,^NSEI
2024-05-10,21990.94921875,22131.30078125,21950.30078125,22055.19921875,265800,NIFTY 50,^NSEI
2024-05-13,22027.94921875,22131.650390625,21821.05078125,22104.05078125,278200,NIFTY 50,^NSEI
2024-05-14,22112.900390625,22270.05078125,22081.25,22217.849609375,230200,NIFTY 50,^NSEI
2024-05-15,22255.599609375,22297.55078125,22151.75,22200.55078125,231900,NIFTY 50,^NSEI
2024-05-16,22319.19921875,22432.25,22054.55078125,22403.849609375,368900,NIFTY 50,^NSEI
2024-05-17,22415.25,22502.150390625,22345.650390625,22466.099609375,242700,NIFTY 50,^NSEI
2024-05-21,22404.55078125,22591.099609375,22404.55078125,22529.05078125,347600,NIFTY 50,^NSEI
2024-05-22,22576.599609375,22629.5,22483.150390625,22597.80078125,290300,NIFTY 50,^NSEI
2024-05-23,22614.099609375,22993.599609375,22577.44921875,22967.650390625,369800,NIFTY 50,^NSEI
2024-05-24,22930.75,23026.400390625,22908.0,22957.099609375,261900,NIFTY 50,^NSEI
2024-05-27,23038.94921875,23110.80078125,22871.19921875,22932.44921875,260000,NIFTY 50,^NSEI
2024-05-28,22977.150390625,22998.55078125,22858.5,22888.150390625,217900,NIFTY 50,^NSEI
2024-05-29,22762.75,22825.5,22685.44921875,22704.69921875,269900,NIFTY 50,^NSEI
2024-05-30,22617.44921875,22705.75,22417.0,22488.650390625,373400,NIFTY 50,^NSEI
2024-05-31,22568.099609375,22653.75,22465.099609375,22530.69921875,572100,NIFTY 50,^NSEI
2024-06-03,23337.900390625,23338.69921875,23062.30078125,23263.900390625,569400,NIFTY 50,^NSEI
2024-06-04,23179.5,23179.5,21281.44921875,21884.5,1006100,NIFTY 50,^NSEI
2024-06-05,22128.349609375,22670.400390625,21791.94921875,22620.349609375,638500,NIFTY 50,^NSEI
2024-06-06,22798.599609375,22910.150390625,22642.599609375,22821.400390625,480400,NIFTY 50,^NSEI
2024-06-07,22821.849609375,23320.19921875,22789.05078125,23290.150390625,473600,NIFTY 50,^NSEI
2024-06-10,23319.150390625,23411.900390625,23227.150390625,23259.19921875,304400,NIFTY 50,^NSEI
2024-06-11,23283.75,23389.44921875,23206.650390625,23264.849609375,305200,NIFTY 50,^NSEI
2024-06-12,23344.44921875,23441.94921875,23295.94921875,23322.94921875,295600,NIFTY 50,^NSEI
2024-06-13,23480.94921875,23481.05078125,23353.900390625,23398.900390625,268300,NIFTY 50,^NSEI
2024-06-14,23464.94921875,23490.400390625,23334.25,23465.599609375,223100,NIFTY 50,^NSEI
2024-06-18,23570.80078125,23579.05078125,23499.69921875,23557.900390625,272200,NIFTY 50,^NSEI
2024-06-19,23629.849609375,23664.0,23412.900390625,23516.0,328800,NIFTY 50,^NSEI
2024-06-20,23586.150390625,23624.0,23442.599609375,23567.0,280300,NIFTY 50,^NSEI
2024-06-21,23661.150390625,23667.099609375,23398.19921875,23501.099609375,609900,NIFTY 50,^NSEI
2024-06-24,23382.30078125,23558.099609375,23350.0,23537.849609375,239400,NIFTY 50,^NSEI
2024-06-25,23577.099609375,23754.150390625,23562.05078125,23721.30078125,298100,NIFTY 50,^NSEI
2024-06-26,23723.099609375,23889.900390625,23670.44921875,23868.80078125,287800,NIFTY 50,^NSEI
2024-06-27,23881.55078125,24087.44921875,23805.400390625,24044.5,515200,NIFTY 50,^NSEI
2024-06-28,24085.900390625,24174.0,23985.80078125,24010.599609375,354800,NIFTY 50,^NSEI
2024-07-01,23992.94921875,24164.0,23992.69921875,24141.94921875,0,NIFTY 50,^NSEI
2024-07-02,24228.75,24236.349609375,24056.400390625,24123.849609375,0,NIFTY 50,^NSEI
2024-07-03,24291.75,24309.150390625,24207.099609375,24286.5,0,NIFTY 50,^NSEI
2024-07-04,24369.94921875,24401.0,24281.0,24302.150390625,251200,NIFTY 50,^NSEI
2024-07-05,24213.349609375,24363.0,24168.849609375,24323.849609375,298400,NIFTY 50,^NSEI
2024-07-08,24329.44921875,24344.599609375,24240.55078125,24320.55078125,266300,NIFTY 50,^NSEI
2024-07-09,24351.0,24443.599609375,24331.900390625,24433.19921875,250500,NIFTY 50,^NSEI
2024-07-10,24459.849609375,24461.05078125,24141.80078125,24324.44921875,292300,NIFTY 50,^NSEI
